,Age in 5-year groups,Type of place of residence,Number of household members,Source of drinking water,Has electricity,Type of toilet facility,Has radio,Time to get to water source (minutes),Age of head of household,under-5 mortality
9087,15-19,urban,,,yes,,yes,15.0,,0.0
9088,15-19,urban,,,,,no,15.0,,0.5
9089,15-19,urban,,,,,yes,15.0,,0.2
9090,15-19,urban,,,,,,15.0,,0.2857142857142857
9091,15-19,urban,,,no,pit latrine with slab,,15.0,,0.5
9092,15-19,urban,,,no,pit latrine with slab,yes,15.0,,0.0
9093,15-19,urban,,,yes,pit latrine with slab,,15.0,,0.0
9094,15-19,urban,,,yes,pit latrine with slab,yes,15.0,,0.0
9095,15-19,urban,,,,pit latrine with slab,,15.0,,0.5
9096,15-19,urban,,,,pit latrine with slab,yes,15.0,,0.0
9097,15-19,urban,,,,ventilated improved pit latrine (vip),,15.0,,0.0
9098,15-19,urban,,,no,,no,60.0,,0.2
9099,15-19,urban,,,no,,yes,60.0,,0.25
9100,15-19,urban,,,no,,,60.0,,0.23529411764705882
9101,15-19,urban,,,no,,,60.0,45.0,0.0
9102,15-19,urban,,,yes,,,60.0,,0.0
9103,15-19,urban,,,yes,,yes,60.0,,0.0
9104,15-19,urban,,,,,no,60.0,,0.2
9105,15-19,urban,,,,,yes,60.0,,0.23076923076923078
9106,15-19,urban,,,,,yes,60.0,45.0,0.0
9107,15-19,urban,,,,,,60.0,,0.2222222222222222
9108,15-19,urban,,,,,,60.0,45.0,0.0
9109,15-19,urban,,,no,pit latrine with slab,,60.0,,0.2
9110,15-19,urban,,,no,pit latrine with slab,yes,60.0,,0.5
9111,15-19,urban,,,,pit latrine with slab,,60.0,,0.16666666666666666
9112,15-19,urban,,,,pit latrine with slab,yes,60.0,,0.3333333333333333
9113,15-19,urban,,,no,ventilated improved pit latrine (vip),,60.0,,0.0
9114,15-19,urban,,,no,ventilated improved pit latrine (vip),yes,60.0,,0.0
9115,15-19,urban,,,,ventilated improved pit latrine (vip),,60.0,,0.0
9116,15-19,urban,,,,ventilated improved pit latrine (vip),yes,60.0,,0.0
9117,15-19,urban,,,no,,,5.0,,0.0
9118,15-19,urban,,,no,,yes,5.0,,0.0
9119,15-19,urban,,,yes,,,5.0,,0.25
9120,15-19,urban,,,yes,,yes,5.0,,0.25
9121,15-19,urban,,,,,,5.0,,0.14285714285714285
9122,15-19,urban,,,,,yes,5.0,,0.16666666666666666
9123,15-19,urban,,,no,pit latrine with slab,,5.0,,0.0
9124,15-19,urban,,,yes,pit latrine with slab,,5.0,,0.0
9125,15-19,urban,,,yes,pit latrine with slab,yes,5.0,,0.0
9126,15-19,urban,,,,pit latrine with slab,,5.0,,0.0
9127,15-19,urban,,,,pit latrine with slab,yes,5.0,,0.0
9128,15-19,urban,,,,ventilated improved pit latrine (vip),,5.0,,0.5
9129,15-19,urban,,,,,,9.0,,0.0
9130,15-19,urban,,,,,yes,9.0,,0.0
9131,15-19,urban,,,,,,45.0,,0.6666666666666666
9132,15-19,urban,,,,,yes,45.0,,0.5
9133,15-19,urban,,,yes,,,45.0,,1.0
9134,15-19,urban,,,yes,,yes,45.0,,1.0
9135,15-19,urban,,,,,,6.0,,0.0
9136,15-19,urban,,,,,yes,6.0,,0.0
9137,15-19,urban,,,yes,,,6.0,,0.0
9138,15-19,urban,,,yes,,yes,6.0,,0.0
9139,15-19,urban,,,,flush to septic tank,,6.0,,0.0
9140,15-19,urban,,,yes,flush to septic tank,,6.0,,0.0
9141,15-19,urban,,,,pit latrine without slab/open pit,,30.0,,0.0
